precinct,qualified_voters,count_voted,reported,no,yes,parish
07/1,400,63,1,45,2,Catahoula
07/1A,112,19,1,16,1,Catahoula
07/3,161,27,1,14,5,Catahoula
07/5,69,14,1,12,0,Catahoula
08/1,480,105,1,67,9,Catahoula
09/1,116,21,1,9,7,Catahoula
09/2,238,55,1,19,29,Catahoula
09/3,185,29,1,11,17,Catahoula
09/4,153,18,1,9,5,Catahoula
Early Voting,NA,NA,1,132,148,Catahoula
00/01,729,96,1,28,44,Claiborne
00/03,422,76,1,13,28,Claiborne
00/05,526,132,1,46,43,Claiborne
00/07,877,194,1,38,87,Claiborne
00/08,590,102,1,54,19,Claiborne
00/10,309,59,1,40,11,Claiborne
00/11A,52,6,1,2,3,Claiborne
00/21,72,12,1,3,2,Claiborne
00/31,806,160,1,70,37,Claiborne
00/34,327,76,1,49,9,Claiborne
00/35,53,11,1,3,2,Claiborne
00/36,361,52,1,37,5,Claiborne
00/37,16,1,1,0,1,Claiborne
00/41,240,44,1,12,18,Claiborne
00/42,250,41,1,6,18,Claiborne
00/51,205,44,1,16,20,Claiborne
00/81,136,34,1,21,10,Claiborne
00/84A,296,44,1,21,3,Claiborne
00/85,254,32,1,10,6,Claiborne
00/87,454,58,1,30,1,Claiborne
00/88,422,76,1,23,15,Claiborne
00/91,64,7,1,1,6,Claiborne
00/92,530,112,1,17,41,Claiborne
00/93,472,47,1,19,4,Claiborne
00/96,92,19,1,5,2,Claiborne
Early Voting,NA,NA,1,217,294,Claiborne
00/1-1,868,110,1,82,8,Concordia
00/1-2,364,62,1,46,8,Concordia
00/1-3,897,175,1,38,68,Concordia
00/1-3A,52,7,1,0,2,Concordia
00/1-4,373,62,1,49,2,Concordia
00/2-1,1420,254,1,140,16,Concordia
00/3-1,484,82,1,32,20,Concordia
00/3-2,718,84,1,24,25,Concordia
00/3-3,909,92,1,31,34,Concordia
00/3-4,885,124,1,27,32,Concordia
00/4-1,286,35,1,18,7,Concordia
00/4-2,906,118,1,41,35,Concordia
00/4-3,471,73,1,58,4,Concordia
00/4-4,804,126,1,89,13,Concordia
00/5-1,717,123,1,62,25,Concordia
00/5-4,521,100,1,52,26,Concordia
00/5-5,787,128,1,52,60,Concordia
00/5-6,655,115,1,37,59,Concordia
Early Voting,NA,NA,1,208,300,Concordia
00/01,399,75,1,29,1,De Soto
00/04,189,40,1,24,2,De Soto
00/05,672,173,1,69,23,De Soto
00/05A,76,18,1,10,1,De Soto
00/06,262,62,1,25,3,De Soto
00/06A,74,19,1,9,2,De Soto
00/06B,113,32,1,13,2,De Soto
00/09,413,83,1,47,3,De Soto
00/10,1173,191,1,67,69,De Soto
00/11,75,14,1,2,3,De Soto
00/11B,328,71,1,8,29,De Soto
00/11C,116,32,1,9,17,De Soto
00/16,898,365,1,79,133,De Soto
00/16A,1175,338,1,61,168,De Soto
00/16B,349,136,1,16,71,De Soto
00/16C,157,47,1,3,21,De Soto
00/21,583,113,1,29,52,De Soto
00/22,366,65,1,23,30,De Soto
00/22A,187,28,1,4,20,De Soto
00/23,590,106,1,12,46,De Soto
00/26,292,56,1,31,11,De Soto
00/26A,81,12,1,2,5,De Soto
00/28,311,103,1,8,50,De Soto
00/30,803,208,1,47,101,De Soto
00/30A,122,35,1,5,22,De Soto
00/31,368,77,1,41,12,De Soto
00/31A,60,17,1,6,4,De Soto
00/32,448,129,1,48,34,De Soto
00/33,867,193,1,50,100,De Soto
00/33A,196,35,1,13,8,De Soto
00/34,1316,285,1,52,118,De Soto
00/34A,265,58,1,26,6,De Soto
00/34B,9,8,1,1,1,De Soto
00/35,292,67,1,15,37,De Soto
00/35A,177,48,1,4,29,De Soto
00/35B,27,3,1,0,3,De Soto
00/37,339,95,1,20,41,De Soto
00/37C,166,50,1,11,28,De Soto
00/38,269,61,1,16,7,De Soto
00/38A,283,77,1,31,5,De Soto
00/42,99,25,1,7,1,De Soto
00/44,445,109,1,45,13,De Soto
00/46,549,207,1,22,114,De Soto
00/46A,100,51,1,7,36,De Soto
00/46B,189,46,1,7,21,De Soto
00/48,216,103,1,13,48,De Soto
00/49,167,28,1,3,21,De Soto
00/49A,297,53,1,10,25,De Soto
00/51,239,69,1,13,45,De Soto
00/53,217,33,1,7,17,De Soto
00/55,256,71,1,29,22,De Soto
00/56,252,53,1,21,24,De Soto
00/59,489,108,1,53,11,De Soto
00/60,431,89,1,47,7,De Soto
00/60A,20,6,1,0,0,De Soto
00/63,666,139,1,55,6,De Soto
00/63A,194,42,1,16,2,De Soto
Early Voting,NA,NA,1,740,1030,De Soto
01/001,1225,339,1,189,30,East Baton Rouge
01/002 A,707,63,1,40,4,East Baton Rouge
01/002 B,689,58,1,34,3,East Baton Rouge
01/003,440,104,1,73,7,East Baton Rouge
01/004,432,97,1,71,2,East Baton Rouge
01/005 A,830,140,1,96,11,East Baton Rouge
01/005 B,944,182,1,130,10,East Baton Rouge
01/006,679,112,1,86,8,East Baton Rouge
01/007,896,325,1,212,36,East Baton Rouge
01/008,849,286,1,175,39,East Baton Rouge
01/009,1070,323,1,196,27,East Baton Rouge
01/010 A,488,122,1,88,13,East Baton Rouge
01/010 B,399,91,1,61,4,East Baton Rouge
01/011,1112,259,1,177,4,East Baton Rouge
01/012 A,764,194,1,96,43,East Baton Rouge
01/012 B,539,127,1,52,37,East Baton Rouge
01/013,659,86,1,67,3,East Baton Rouge
01/014 A,648,188,1,145,10,East Baton Rouge
01/014 B,580,142,1,113,12,East Baton Rouge
01/015 A,725,183,1,132,7,East Baton Rouge
01/015 B,699,178,1,128,3,East Baton Rouge
01/016,754,127,1,93,11,East Baton Rouge
01/017,387,74,1,53,2,East Baton Rouge
01/018,468,74,1,54,6,East Baton Rouge
01/019,533,101,1,79,7,East Baton Rouge
01/020 A,786,189,1,149,9,East Baton Rouge
01/020 B,783,181,1,129,10,East Baton Rouge
01/021,467,81,1,63,8,East Baton Rouge
01/022,499,83,1,65,5,East Baton Rouge
01/023,969,144,1,111,13,East Baton Rouge
01/024,1069,188,1,115,17,East Baton Rouge
01/025,1158,247,1,182,12,East Baton Rouge
01/026,748,126,1,105,6,East Baton Rouge
01/027,1013,244,1,172,12,East Baton Rouge
01/028,1032,239,1,183,13,East Baton Rouge
01/029,914,216,1,163,14,East Baton Rouge
01/030,837,168,1,131,9,East Baton Rouge
01/031 A,766,163,1,133,9,East Baton Rouge
01/031 B,833,157,1,120,7,East Baton Rouge
01/032 A,566,128,1,98,5,East Baton Rouge
01/032 B,564,137,1,107,9,East Baton Rouge
01/033,805,221,1,139,17,East Baton Rouge
01/034 A,752,210,1,105,53,East Baton Rouge
01/034 B,784,212,1,83,83,East Baton Rouge
01/035,888,256,1,157,42,East Baton Rouge
01/036,1137,309,1,220,22,East Baton Rouge
01/037 A,839,189,1,126,6,East Baton Rouge
01/037 B,647,152,1,102,12,East Baton Rouge
01/038 A,607,178,1,119,10,East Baton Rouge
01/038 B,532,136,1,94,9,East Baton Rouge
01/039,977,263,1,137,75,East Baton Rouge
01/040,930,271,1,172,31,East Baton Rouge
01/041 A,655,200,1,111,50,East Baton Rouge
01/041 B,681,167,1,71,60,East Baton Rouge
01/042 A,939,285,1,124,81,East Baton Rouge
01/042 B,963,285,1,139,65,East Baton Rouge
01/043,1209,331,1,166,75,East Baton Rouge
01/044,1186,117,1,62,18,East Baton Rouge
01/045,451,107,1,77,8,East Baton Rouge
01/046,191,14,1,10,1,East Baton Rouge
01/047 A,967,308,1,128,76,East Baton Rouge
01/047 B,1129,334,1,148,70,East Baton Rouge
01/048 A,885,246,1,115,60,East Baton Rouge
01/048 B,896,271,1,127,59,East Baton Rouge
01/049 A,781,217,1,104,48,East Baton Rouge
01/049 B,598,167,1,69,40,East Baton Rouge
01/050,929,227,1,163,10,East Baton Rouge
01/051,618,140,1,110,8,East Baton Rouge
01/052 A,758,229,1,135,45,East Baton Rouge
01/052 B,752,217,1,133,29,East Baton Rouge
01/053 A,536,161,1,91,29,East Baton Rouge
01/053 B,566,171,1,89,31,East Baton Rouge
01/054,1028,371,1,265,25,East Baton Rouge
01/055 A,585,191,1,111,32,East Baton Rouge
01/055 B,679,205,1,118,30,East Baton Rouge
01/056,1265,353,1,153,93,East Baton Rouge
01/057,788,186,1,100,19,East Baton Rouge
01/058 A,728,140,1,110,12,East Baton Rouge
01/058 B,598,117,1,93,7,East Baton Rouge
01/059,571,126,1,94,6,East Baton Rouge
01/060 A,726,186,1,108,15,East Baton Rouge
01/060 B,828,217,1,119,28,East Baton Rouge
01/061,1288,240,1,198,7,East Baton Rouge
01/062,963,275,1,195,14,East Baton Rouge
01/063 A,511,99,1,76,5,East Baton Rouge
01/063 B,486,91,1,71,2,East Baton Rouge
01/064,726,237,1,157,20,East Baton Rouge
01/065,859,184,1,113,29,East Baton Rouge
01/066 A,904,202,1,82,22,East Baton Rouge
01/066 B,812,170,1,81,27,East Baton Rouge
01/067,538,127,1,83,17,East Baton Rouge
01/068,406,125,1,101,8,East Baton Rouge
01/069 A,990,246,1,74,33,East Baton Rouge
01/069 B,958,252,1,95,50,East Baton Rouge
01/070 A,927,394,1,263,29,East Baton Rouge
01/070 B,815,338,1,227,24,East Baton Rouge
01/071 A,785,241,1,127,29,East Baton Rouge
01/071 B,757,232,1,134,28,East Baton Rouge
01/072 A,879,233,1,115,29,East Baton Rouge
01/072 B,879,211,1,104,30,East Baton Rouge
01/073 A,890,301,1,148,45,East Baton Rouge
01/073 B,909,317,1,152,36,East Baton Rouge
01/074 A,658,194,1,108,53,East Baton Rouge
01/074 B,687,204,1,93,48,East Baton Rouge
01/075 A,741,247,1,88,63,East Baton Rouge
01/075 B,598,208,1,86,63,East Baton Rouge
01/076,1449,83,1,50,10,East Baton Rouge
01/077 A,936,294,1,205,9,East Baton Rouge
01/077 B,852,276,1,211,13,East Baton Rouge
01/078 A,676,175,1,111,15,East Baton Rouge
01/078 B,591,135,1,89,6,East Baton Rouge
01/079,1298,273,1,123,52,East Baton Rouge
01/080 A,1190,225,1,104,35,East Baton Rouge
01/080 B,1115,236,1,113,48,East Baton Rouge
01/081 A,658,105,1,64,10,East Baton Rouge
01/081 B,572,79,1,39,8,East Baton Rouge
01/082 A,821,318,1,221,18,East Baton Rouge
01/082 B,767,283,1,195,14,East Baton Rouge
01/083 A,563,116,1,80,11,East Baton Rouge
01/083 B,592,111,1,83,10,East Baton Rouge
01/084,1101,263,1,167,9,East Baton Rouge
01/085 A,1031,226,1,176,8,East Baton Rouge
01/085 B,904,161,1,118,9,East Baton Rouge
01/086 A,711,190,1,117,3,East Baton Rouge
01/086 B,727,192,1,115,10,East Baton Rouge
01/087 A,867,256,1,154,17,East Baton Rouge
01/087 B,971,242,1,146,22,East Baton Rouge
01/088,817,102,1,71,9,East Baton Rouge
01/089,1022,293,1,125,51,East Baton Rouge
01/090 A,943,258,1,120,43,East Baton Rouge
01/090 B,936,235,1,94,38,East Baton Rouge
01/091 A,436,96,1,63,7,East Baton Rouge
01/091 B,514,99,1,64,12,East Baton Rouge
01/092 A,440,119,1,75,8,East Baton Rouge
01/092 B,330,81,1,51,3,East Baton Rouge
01/093,403,80,1,54,1,East Baton Rouge
01/094,636,144,1,99,6,East Baton Rouge
01/095 A,706,168,1,121,8,East Baton Rouge
01/095 B,637,175,1,118,11,East Baton Rouge
01/096,1324,325,1,217,27,East Baton Rouge
01/097,708,209,1,139,17,East Baton Rouge
01/098 A,1240,326,1,168,62,East Baton Rouge
01/098 B,1168,314,1,182,47,East Baton Rouge
01/099 A,1106,320,1,164,53,East Baton Rouge
01/099 B,1100,302,1,140,63,East Baton Rouge
01/100 A,1059,26,1,20,2,East Baton Rouge
01/100 B,1120,30,1,21,0,East Baton Rouge
01/101 A,359,136,1,83,11,East Baton Rouge
01/101 B,343,107,1,60,9,East Baton Rouge
01/102,1506,142,1,87,10,East Baton Rouge
01/103 A,693,202,1,78,42,East Baton Rouge
01/103 B,705,175,1,65,37,East Baton Rouge
01/104 A,888,202,1,125,8,East Baton Rouge
01/104 B,830,176,1,120,5,East Baton Rouge
01/105,1370,316,1,73,110,East Baton Rouge
01/106,1169,360,1,126,146,East Baton Rouge
01/107,976,257,1,149,30,East Baton Rouge
02/001 A,988,255,1,182,10,East Baton Rouge
02/001 B,957,255,1,200,8,East Baton Rouge
02/002 A,747,281,1,178,17,East Baton Rouge
02/002 B,755,246,1,160,10,East Baton Rouge
02/003,812,229,1,148,24,East Baton Rouge
02/004,1327,324,1,191,11,East Baton Rouge
02/005,1317,274,1,165,27,East Baton Rouge
02/006 A,1025,211,1,90,40,East Baton Rouge
02/006 B,991,180,1,96,29,East Baton Rouge
02/007 A,866,171,1,79,35,East Baton Rouge
02/007 B,885,179,1,60,59,East Baton Rouge
02/008,1213,198,1,66,56,East Baton Rouge
02/009 A,455,160,1,64,6,East Baton Rouge
02/009 B,481,168,1,92,4,East Baton Rouge
02/010 A,682,243,1,145,28,East Baton Rouge
02/010 B,619,226,1,140,18,East Baton Rouge
02/011,842,247,1,172,17,East Baton Rouge
02/012 A,951,303,1,193,15,East Baton Rouge
02/012 B,870,285,1,195,19,East Baton Rouge
02/013 A,522,139,1,90,10,East Baton Rouge
02/013 B,530,155,1,101,16,East Baton Rouge
02/014 A,723,193,1,104,12,East Baton Rouge
02/014 B,654,180,1,108,10,East Baton Rouge
02/015,669,205,1,143,15,East Baton Rouge
02/016 A,686,233,1,156,8,East Baton Rouge
02/016 B,570,193,1,139,6,East Baton Rouge
02/017 A,691,138,1,95,9,East Baton Rouge
02/017 B,586,112,1,77,3,East Baton Rouge
02/018 A,820,184,1,106,32,East Baton Rouge
02/018 B,740,184,1,97,29,East Baton Rouge
02/019,704,183,1,114,4,East Baton Rouge
02/020,430,110,1,77,5,East Baton Rouge
02/021,1703,402,1,224,50,East Baton Rouge
02/022 A,602,167,1,110,7,East Baton Rouge
02/022 B,609,150,1,89,7,East Baton Rouge
02/023 A,611,169,1,126,13,East Baton Rouge
02/023 B,613,183,1,133,7,East Baton Rouge
02/024,658,215,1,153,10,East Baton Rouge
02/025 A,1102,285,1,173,12,East Baton Rouge
02/025 B,1014,286,1,160,18,East Baton Rouge
02/026,1181,287,1,156,41,East Baton Rouge
02/027 A,727,275,1,160,14,East Baton Rouge
02/027 B,686,266,1,153,14,East Baton Rouge
02/028,2021,524,1,322,34,East Baton Rouge
02/029,1004,296,1,149,35,East Baton Rouge
02/030 A,1034,331,1,221,13,East Baton Rouge
02/030 B,870,275,1,194,16,East Baton Rouge
02/031,530,105,1,60,3,East Baton Rouge
02/032,1790,472,1,256,48,East Baton Rouge
02/033,1372,258,1,88,61,East Baton Rouge
02/034,1379,433,1,271,32,East Baton Rouge
02/035,915,198,1,91,37,East Baton Rouge
02/036 A,912,272,1,176,32,East Baton Rouge
02/036 B,850,221,1,141,31,East Baton Rouge
02/037,1163,385,1,260,11,East Baton Rouge
02/038,1234,386,1,241,33,East Baton Rouge
03/001 A,1100,278,1,112,59,East Baton Rouge
03/001 B,1052,209,1,62,62,East Baton Rouge
03/002 A,836,172,1,76,28,East Baton Rouge
03/002 B,772,184,1,69,30,East Baton Rouge
03/003 A,1023,380,1,146,109,East Baton Rouge
03/003 B,1144,444,1,178,126,East Baton Rouge
03/004 A,835,294,1,139,71,East Baton Rouge
03/004 B,888,266,1,128,59,East Baton Rouge
03/005,2045,208,1,135,12,East Baton Rouge
03/006 A,679,135,1,48,38,East Baton Rouge
03/006 B,752,130,1,38,41,East Baton Rouge
03/007 A,850,297,1,134,78,East Baton Rouge
03/007 B,983,330,1,139,73,East Baton Rouge
03/008,1176,259,1,170,20,East Baton Rouge
03/009 A,828,183,1,61,43,East Baton Rouge
03/009 B,810,165,1,58,40,East Baton Rouge
03/010,1302,312,1,151,57,East Baton Rouge
03/011,717,90,1,57,4,East Baton Rouge
03/012 A,723,189,1,127,14,East Baton Rouge
03/012 B,820,204,1,125,30,East Baton Rouge
03/013,1149,461,1,188,107,East Baton Rouge
03/014 A,437,84,1,35,24,East Baton Rouge
03/014 B,457,81,1,51,11,East Baton Rouge
03/015 A,901,290,1,119,71,East Baton Rouge
03/015 B,975,338,1,154,97,East Baton Rouge
03/016,1147,471,1,147,134,East Baton Rouge
03/017 A,806,287,1,119,87,East Baton Rouge
03/017 B,739,272,1,117,79,East Baton Rouge
03/018 A,900,271,1,142,44,East Baton Rouge
03/018 B,879,227,1,105,48,East Baton Rouge
03/019 A,1002,385,1,77,168,East Baton Rouge
03/019 B,1174,429,1,118,157,East Baton Rouge
03/020 A,881,200,1,133,13,East Baton Rouge
03/020 B,756,152,1,111,9,East Baton Rouge
03/021 A,1195,237,1,142,30,East Baton Rouge
03/021 B,1114,217,1,122,28,East Baton Rouge
03/022,1385,437,1,131,160,East Baton Rouge
03/023 A,1030,302,1,122,64,East Baton Rouge
03/023 B,929,220,1,110,40,East Baton Rouge
03/024 A,1006,423,1,269,20,East Baton Rouge
03/024 B,1043,406,1,260,17,East Baton Rouge
03/025 A,862,158,1,57,46,East Baton Rouge
03/025 B,776,142,1,62,34,East Baton Rouge
03/026 A,1179,276,1,131,69,East Baton Rouge
03/026 B,1081,229,1,115,65,East Baton Rouge
03/027 A,998,235,1,109,26,East Baton Rouge
03/027 B,1018,226,1,108,18,East Baton Rouge
03/028 A,837,272,1,162,26,East Baton Rouge
03/028 B,886,242,1,128,31,East Baton Rouge
03/029 A,640,214,1,73,49,East Baton Rouge
03/029 B,626,194,1,64,46,East Baton Rouge
03/030 A,1106,222,1,89,40,East Baton Rouge
03/030 B,1053,232,1,84,51,East Baton Rouge
03/031 A,781,182,1,55,46,East Baton Rouge
03/031 B,753,192,1,65,37,East Baton Rouge
03/032,1139,341,1,206,44,East Baton Rouge
03/033 A,1042,326,1,165,72,East Baton Rouge
03/033 B,1051,321,1,150,77,East Baton Rouge
03/034 A,1008,291,1,114,90,East Baton Rouge
03/034 B,880,232,1,95,48,East Baton Rouge
03/035 A,949,309,1,105,85,East Baton Rouge
03/035 B,936,286,1,100,90,East Baton Rouge
03/036,1383,437,1,164,107,East Baton Rouge
03/037,848,178,1,84,40,East Baton Rouge
03/038,1082,368,1,104,116,East Baton Rouge
03/039,747,134,1,60,10,East Baton Rouge
03/040 A,952,326,1,116,100,East Baton Rouge
03/040 B,910,335,1,128,95,East Baton Rouge
03/041 A,1192,500,1,198,105,East Baton Rouge
03/041 B,1078,415,1,169,103,East Baton Rouge
03/042,1159,397,1,243,15,East Baton Rouge
03/043 A,601,238,1,100,78,East Baton Rouge
03/043 B,529,214,1,88,75,East Baton Rouge
03/044 A,741,192,1,135,11,East Baton Rouge
03/044 B,689,163,1,120,12,East Baton Rouge
03/045 A,699,231,1,98,71,East Baton Rouge
03/045 B,736,239,1,104,59,East Baton Rouge
03/046,1167,279,1,123,68,East Baton Rouge
03/047 A,1133,351,1,125,107,East Baton Rouge
03/047 B,1076,362,1,122,133,East Baton Rouge
03/048 A,930,265,1,116,68,East Baton Rouge
03/048 B,843,288,1,103,98,East Baton Rouge
03/049 A,791,280,1,113,44,East Baton Rouge
03/049 B,769,287,1,113,58,East Baton Rouge
03/050 A,988,168,1,74,47,East Baton Rouge
03/050 B,867,146,1,79,30,East Baton Rouge
03/051,898,233,1,58,29,East Baton Rouge
03/052 A,920,201,1,103,25,East Baton Rouge
03/052 B,891,201,1,82,25,East Baton Rouge
03/053 A,577,195,1,92,34,East Baton Rouge
03/053 B,592,199,1,104,36,East Baton Rouge
03/054,382,70,1,56,2,East Baton Rouge
03/055 A,825,283,1,176,10,East Baton Rouge
03/055 B,757,250,1,153,10,East Baton Rouge
03/056,1777,535,1,239,160,East Baton Rouge
03/057,1525,179,1,107,22,East Baton Rouge
03/058,979,325,1,149,38,East Baton Rouge
03/059,1620,487,1,225,83,East Baton Rouge
03/060 A,853,309,1,101,92,East Baton Rouge
03/060 B,851,239,1,83,62,East Baton Rouge
03/061,1577,275,1,112,64,East Baton Rouge
03/062,862,294,1,66,102,East Baton Rouge
03/063,1130,319,1,179,69,East Baton Rouge
03/064,913,326,1,131,81,East Baton Rouge
03/065,1554,338,1,157,77,East Baton Rouge
03/066,1460,426,1,186,114,East Baton Rouge
03/067,1413,524,1,136,174,East Baton Rouge
03/068,990,372,1,127,82,East Baton Rouge
03/069 A,909,179,1,82,38,East Baton Rouge
03/069 B,975,186,1,91,46,East Baton Rouge
03/070,1073,326,1,146,107,East Baton Rouge
03/071,995,403,1,118,112,East Baton Rouge
03/072,1229,308,1,194,41,East Baton Rouge
03/073 A,658,227,1,72,68,East Baton Rouge
03/073 B,783,227,1,108,46,East Baton Rouge
03/074,686,168,1,80,34,East Baton Rouge
03/075,1024,333,1,109,130,East Baton Rouge
03/076,934,259,1,72,110,East Baton Rouge
Early Voting,NA,NA,1,15733,7272,East Baton Rouge
00/01,699,125,1,49,24,East Carroll
00/03,64,9,1,5,1,East Carroll
00/04,62,7,1,2,2,East Carroll
00/05,16,2,1,0,0,East Carroll
00/05A,38,2,1,0,1,East Carroll
00/05B,17,3,1,1,0,East Carroll
00/06,540,81,1,47,3,East Carroll
00/07,528,59,1,33,2,East Carroll
00/09,507,92,1,63,0,East Carroll
00/10,384,67,1,41,1,East Carroll
00/13,793,122,1,60,0,East Carroll
00/14,218,22,1,17,2,East Carroll
00/15,57,6,1,1,0,East Carroll
00/16,268,34,1,11,14,East Carroll
00/17,87,8,1,5,2,East Carroll
00/18,138,8,1,6,0,East Carroll
00/19,275,53,1,30,18,East Carroll
Early Voting,NA,NA,1,180,71,East Carroll
00/01,745,149,1,72,58,East Feliciana
00/02,1485,304,1,137,91,East Feliciana
00/03,583,108,1,47,22,East Feliciana
00/03A,153,24,1,8,11,East Feliciana
00/04,1439,323,1,141,60,East Feliciana
00/04A,112,15,1,11,0,East Feliciana
00/04B,67,22,1,10,5,East Feliciana
00/04C,322,58,1,26,13,East Feliciana
00/05,1489,260,1,118,59,East Feliciana
00/06,1214,185,1,103,25,East Feliciana
00/06A,125,20,1,9,7,East Feliciana
00/07,468,106,1,53,15,East Feliciana
00/08,1038,224,1,93,36,East Feliciana
00/09,1127,273,1,140,23,East Feliciana
00/10,553,151,1,66,20,East Feliciana
00/10A,126,23,1,8,8,East Feliciana
00/11,610,103,1,36,21,East Feliciana
00/12,309,67,1,36,25,East Feliciana
00/12A,428,116,1,66,10,East Feliciana
00/13,342,101,1,58,14,East Feliciana
00/13A,52,9,1,0,4,East Feliciana
00/14,842,196,1,80,30,East Feliciana
00/14C,37,6,1,2,0,East Feliciana
Early Voting,NA,NA,1,596,356,East Feliciana
01/1010,528,98,1,69,2,Evangeline
01/1020,249,64,1,21,35,Evangeline
01/1030,588,112,1,26,52,Evangeline
01/1031,479,81,1,49,19,Evangeline
01/1040,235,41,1,22,7,Evangeline
01/1041,790,94,1,36,22,Evangeline
01/1050,226,48,1,22,13,Evangeline
01/1080,301,49,1,26,8,Evangeline
01/1081,254,15,1,12,1,Evangeline
01/1090,173,47,1,26,3,Evangeline
01/1091,451,74,1,31,23,Evangeline
01/1100,314,57,1,26,13,Evangeline
01/1101,377,62,1,35,12,Evangeline
01/1110,726,158,1,123,6,Evangeline
01/1120,450,74,1,52,4,Evangeline
01/1130,692,118,1,30,65,Evangeline
01/1140,1016,171,1,40,79,Evangeline
01/1150,502,90,1,26,50,Evangeline
01/1160,429,104,1,74,5,Evangeline
01/1161,77,9,1,0,5,Evangeline
01/1162,199,48,1,31,3,Evangeline
01/1170,298,43,1,27,4,Evangeline
01/1171,295,47,1,14,16,Evangeline
02/2010,594,82,1,17,49,Evangeline
02/2010A,104,11,1,2,9,Evangeline
02/2020,387,36,1,13,19,Evangeline
02/2030,522,54,1,23,26,Evangeline
02/2040,526,69,1,39,25,Evangeline
03/3010,584,94,1,28,55,Evangeline
03/3020,471,54,1,42,9,Evangeline
03/3030,678,60,1,33,17,Evangeline
03/3031,303,31,1,10,12,Evangeline
03/3032,212,22,1,9,7,Evangeline
03/3040,945,125,1,47,55,Evangeline
03/3050,543,69,1,26,25,Evangeline
03/3051,100,16,1,13,3,Evangeline
03/3052,25,4,1,0,0,Evangeline
03/3060,396,66,1,54,4,Evangeline
03/3070,291,40,1,14,18,Evangeline
03/3071,30,2,1,0,2,Evangeline
04/4001,560,57,1,22,31,Evangeline
04/4010,387,25,1,8,13,Evangeline
04/4011,165,14,1,4,10,Evangeline
04/4012,61,4,1,2,2,Evangeline
04/4020,219,40,1,19,16,Evangeline
04/4021,16,2,1,2,0,Evangeline
04/4030,665,102,1,48,44,Evangeline
04/4040,129,28,1,8,18,Evangeline
05/5004,314,52,1,21,27,Evangeline
05/5010,391,71,1,25,39,Evangeline
05/5020,355,52,1,21,20,Evangeline
05/5030,269,68,1,22,44,Evangeline
05/5040,507,85,1,28,48,Evangeline
05/5041,492,68,1,23,32,Evangeline
05/5050,102,17,1,4,13,Evangeline
Early Voting,NA,NA,1,290,314,Evangeline
00/01,255,51,1,24,17,Franklin
00/02,368,52,1,27,15,Franklin
00/03,550,88,1,34,23,Franklin
00/04,639,83,1,47,12,Franklin
00/04A,59,12,1,7,5,Franklin
00/04B,192,25,1,12,7,Franklin
00/06,954,126,1,43,39,Franklin
00/12,675,121,1,45,26,Franklin
00/13,489,78,1,42,18,Franklin
00/13A,106,14,1,7,3,Franklin
00/14,859,159,1,65,42,Franklin
00/16,872,165,1,93,10,Franklin
00/18,53,10,1,4,4,Franklin
00/19,579,78,1,22,21,Franklin
00/20,671,120,1,61,10,Franklin
00/21,561,112,1,34,42,Franklin
00/22,351,56,1,22,14,Franklin
00/24,1213,210,1,122,21,Franklin
00/26,308,61,1,13,19,Franklin
00/27,539,59,1,30,3,Franklin
00/27A,70,14,1,3,2,Franklin
00/30,1138,213,1,73,84,Franklin
00/31,929,198,1,59,69,Franklin
00/32,586,97,1,36,35,Franklin
00/33,199,42,1,15,18,Franklin
Early Voting,NA,NA,1,377,351,Franklin
01/1,424,72,1,35,21,Grant
01/2,426,65,1,13,36,Grant
01/3,586,117,1,16,69,Grant
01/4,97,26,1,9,12,Grant
02/1,59,10,1,4,4,Grant
02/2,375,65,1,16,27,Grant
02/3,412,49,1,8,30,Grant
02/5,654,96,1,21,45,Grant
02/6,182,24,1,2,10,Grant
03/1,544,85,1,44,4,Grant
03/2,735,140,1,45,27,Grant
03/3,222,42,1,21,6,Grant
04/1,669,154,1,35,93,Grant
04/2,551,73,1,16,48,Grant
04/3,335,75,1,20,41,Grant
05/1,850,137,1,25,77,Grant
05/2,561,93,1,19,57,Grant
05/3,320,42,1,7,22,Grant
06/1,616,91,1,15,59,Grant
06/2,675,94,1,30,43,Grant
06/3,320,61,1,20,25,Grant
06/4,204,35,1,11,19,Grant
07/1,334,68,1,17,43,Grant
07/2,234,41,1,8,20,Grant
07/3,814,138,1,29,82,Grant
07/5,82,11,1,6,4,Grant
07/6,198,29,1,10,6,Grant
08/1,64,16,1,3,8,Grant
08/2,637,104,1,30,57,Grant
08/3,197,26,1,13,12,Grant
08/4,734,127,1,42,63,Grant
Early Voting,NA,NA,1,176,360,Grant
01/01,966,156,1,85,10,Iberia
01/03,1224,232,1,74,53,Iberia
01/07,6,0,1,0,0,Iberia
01/08,476,60,1,42,3,Iberia
02/01,1399,172,1,87,20,Iberia
02/02,472,101,1,49,22,Iberia
02/03,495,115,1,37,18,Iberia
03/02,2266,474,1,126,142,Iberia
03/03,293,39,1,18,16,Iberia
03/04,222,51,1,14,21,Iberia
03/05,85,18,1,2,11,Iberia
04/01,865,159,1,72,15,Iberia
04/02,1411,284,1,131,23,Iberia
04/03,454,65,1,33,13,Iberia
05/01,237,39,1,16,15,Iberia
05/02,711,139,1,28,67,Iberia
05/03,1207,196,1,94,44,Iberia
05/05,834,237,1,63,87,Iberia
06/01,920,138,1,71,23,Iberia
