precinct,qualified_voters,count_voted,reported,no,yes,parish
00/005,733,138,1,73,34,Jefferson
00/007,835,167,1,105,31,Jefferson
00/008,646,152,1,86,32,Jefferson
00/009,1121,167,1,85,38,Jefferson
00/010,740,131,1,57,43,Jefferson
00/011,1046,196,1,88,47,Jefferson
00/012,1207,274,1,97,80,Jefferson
00/013,1302,270,1,96,91,Jefferson
00/014,500,122,1,59,49,Jefferson
00/015,494,96,1,41,18,Jefferson
00/016,557,118,1,60,21,Jefferson
00/017,1551,320,1,145,92,Jefferson
00/018,1109,225,1,96,66,Jefferson
00/019,583,120,1,49,42,Jefferson
00/020,359,70,1,36,21,Jefferson
00/021,774,146,1,73,37,Jefferson
00/022,583,107,1,51,19,Jefferson
00/023,852,98,1,67,15,Jefferson
00/024,1629,383,1,156,117,Jefferson
00/025,1490,371,1,128,131,Jefferson
00/026,1425,328,1,171,73,Jefferson
00/027,1657,280,1,155,52,Jefferson
00/028,566,123,1,63,26,Jefferson
00/029,581,102,1,49,19,Jefferson
00/030,982,271,1,121,92,Jefferson
00/031,854,193,1,89,49,Jefferson
00/032,931,262,1,102,68,Jefferson
00/033,864,185,1,58,29,Jefferson
00/034,786,164,1,71,41,Jefferson
00/035,555,136,1,52,47,Jefferson
00/036,475,113,1,53,37,Jefferson
00/037,705,162,1,77,51,Jefferson
00/038,858,185,1,85,53,Jefferson
00/039,852,152,1,67,55,Jefferson
00/040,656,163,1,80,57,Jefferson
00/041,694,141,1,76,40,Jefferson
00/042,887,200,1,102,45,Jefferson
00/043,801,214,1,80,70,Jefferson
00/044,1160,201,1,84,66,Jefferson
00/045,988,170,1,103,36,Jefferson
00/046,676,131,1,84,24,Jefferson
00/051,1320,211,1,61,66,Jefferson
00/052,1481,244,1,95,71,Jefferson
00/053,829,138,1,55,49,Jefferson
00/054,764,143,1,61,44,Jefferson
00/055,963,135,1,57,39,Jefferson
00/056,1005,162,1,72,40,Jefferson
00/057,958,151,1,88,35,Jefferson
00/058,758,89,1,41,12,Jefferson
00/059,956,197,1,81,55,Jefferson
00/060,1732,367,1,145,96,Jefferson
00/061,1232,228,1,103,55,Jefferson
00/062,628,143,1,40,53,Jefferson
00/063,654,150,1,73,30,Jefferson
00/064,471,114,1,62,21,Jefferson
00/065,791,148,1,79,37,Jefferson
00/066,1030,223,1,112,69,Jefferson
00/068,1168,180,1,88,39,Jefferson
00/069,775,176,1,104,46,Jefferson
00/070,850,169,1,81,34,Jefferson
00/071,1738,422,1,111,116,Jefferson
00/072,763,135,1,72,30,Jefferson
00/073,1770,332,1,150,58,Jefferson
00/074,1268,208,1,109,44,Jefferson
00/075,768,147,1,82,31,Jefferson
00/076,1354,226,1,93,48,Jefferson
00/077,1183,221,1,88,49,Jefferson
00/078,1564,289,1,130,45,Jefferson
00/079,641,133,1,48,43,Jefferson
00/080,682,124,1,67,32,Jefferson
00/081,533,125,1,70,27,Jefferson
00/082,1340,199,1,100,34,Jefferson
00/083,459,88,1,40,23,Jefferson
00/084,666,133,1,54,43,Jefferson
00/085,950,212,1,80,48,Jefferson
00/086,641,120,1,55,36,Jefferson
00/087,761,196,1,100,52,Jefferson
00/088,676,163,1,78,51,Jefferson
00/089,890,213,1,89,76,Jefferson
00/090,726,163,1,70,44,Jefferson
00/091,634,153,1,70,39,Jefferson
00/092,523,115,1,50,36,Jefferson
00/093,638,165,1,64,62,Jefferson
00/094,910,231,1,100,87,Jefferson
00/095,930,237,1,105,89,Jefferson
00/096,472,98,1,42,35,Jefferson
00/097,639,154,1,63,47,Jefferson
00/098,1247,340,1,113,91,Jefferson
00/099,559,98,1,66,21,Jefferson
00/100,378,80,1,30,20,Jefferson
00/101,339,70,1,28,19,Jefferson
00/102,450,120,1,50,43,Jefferson
00/103,726,154,1,68,44,Jefferson
00/104,964,256,1,174,13,Jefferson
00/105,402,78,1,42,7,Jefferson
00/106,555,114,1,52,35,Jefferson
00/108,533,134,1,120,2,Jefferson
00/115,576,124,1,93,9,Jefferson
00/116,702,148,1,75,25,Jefferson
00/117,1073,291,1,125,102,Jefferson
00/118,927,241,1,112,73,Jefferson
00/119,683,200,1,93,76,Jefferson
00/120,562,137,1,53,57,Jefferson
00/121,1135,300,1,134,83,Jefferson
00/122,982,260,1,105,82,Jefferson
00/123,1646,423,1,161,121,Jefferson
00/124,1857,430,1,179,116,Jefferson
00/125A,1265,208,1,123,13,Jefferson
00/125B,1348,243,1,120,25,Jefferson
00/126,1189,300,1,153,73,Jefferson
00/127,845,205,1,119,42,Jefferson
00/128,881,228,1,134,39,Jefferson
00/129,824,228,1,114,52,Jefferson
00/130,518,130,1,72,36,Jefferson
00/131,485,102,1,71,7,Jefferson
00/132,482,123,1,73,27,Jefferson
00/133,612,187,1,144,16,Jefferson
00/134,914,215,1,114,33,Jefferson
00/136,671,155,1,93,22,Jefferson
00/138,249,55,1,41,5,Jefferson
00/150A,885,275,1,181,23,Jefferson
00/150B,1617,339,1,235,30,Jefferson
00/151,2105,554,1,364,61,Jefferson
00/152,797,138,1,99,21,Jefferson
00/153,1355,358,1,251,8,Jefferson
00/154,1210,319,1,212,9,Jefferson
00/155,694,102,1,49,21,Jefferson
00/156,1860,345,1,228,14,Jefferson
00/157A,2040,279,1,167,41,Jefferson
00/170,1189,251,1,125,73,Jefferson
00/171,171,24,1,18,0,Jefferson
00/172,1110,206,1,93,41,Jefferson
00/173,620,143,1,98,3,Jefferson
00/174,356,78,1,30,14,Jefferson
00/175,772,170,1,68,45,Jefferson
00/176,412,73,1,31,24,Jefferson
00/177,604,143,1,64,49,Jefferson
00/178,508,114,1,52,46,Jefferson
00/179A,1891,423,1,195,46,Jefferson
00/179B,609,185,1,107,5,Jefferson
00/180,1040,300,1,206,7,Jefferson
00/181,1291,335,1,204,12,Jefferson
00/182,724,180,1,83,33,Jefferson
00/183,563,111,1,49,41,Jefferson
00/184,1960,443,1,175,125,Jefferson
00/185A,657,152,1,56,53,Jefferson
00/185B,865,247,1,132,26,Jefferson
00/187,1926,623,1,428,11,Jefferson
00/188,944,234,1,164,9,Jefferson
00/189,1835,341,1,144,76,Jefferson
00/190,1604,456,1,193,114,Jefferson
00/191,2134,435,1,273,54,Jefferson
00/192,2052,621,1,233,180,Jefferson
00/193A,1222,346,1,177,52,Jefferson
00/193B,1513,442,1,239,84,Jefferson
00/194A,1215,345,1,153,65,Jefferson
00/194B,1779,595,1,267,139,Jefferson
00/195,1964,568,1,335,31,Jefferson
00/196,2112,534,1,354,22,Jefferson
00/197A,1341,396,1,245,13,Jefferson
00/197B,2019,613,1,413,27,Jefferson
00/198,1889,640,1,192,171,Jefferson
00/199,1332,404,1,177,114,Jefferson
00/200,808,216,1,151,4,Jefferson
00/201,1519,393,1,250,17,Jefferson
00/202,770,200,1,87,54,Jefferson
00/203,1096,292,1,128,68,Jefferson
00/204,1193,397,1,120,92,Jefferson
00/205,1683,528,1,346,14,Jefferson
00/210,413,78,1,45,18,Jefferson
00/211,666,155,1,63,47,Jefferson
00/212,932,223,1,170,11,Jefferson
00/213A,566,109,1,60,3,Jefferson
00/213B,912,175,1,80,56,Jefferson
00/213C,725,76,1,66,1,Jefferson
00/214A,515,69,1,36,17,Jefferson
00/214B,1433,219,1,139,12,Jefferson
00/215,1777,619,1,262,89,Jefferson
00/216A,1339,446,1,263,18,Jefferson
00/216B,1325,551,1,222,59,Jefferson
00/217,2199,750,1,312,75,Jefferson
00/225,1507,225,1,143,17,Jefferson
00/226,1451,397,1,189,104,Jefferson
00/227,1141,287,1,164,74,Jefferson
00/228,1167,250,1,117,56,Jefferson
00/229,822,305,1,115,97,Jefferson
00/230,1598,567,1,239,174,Jefferson
00/231,1414,355,1,191,40,Jefferson
00/232A,1148,240,1,159,19,Jefferson
00/232B,1507,512,1,290,41,Jefferson
00/234,1666,484,1,236,107,Jefferson
00/235,628,160,1,73,26,Jefferson
00/236,1491,357,1,229,38,Jefferson
00/237,1693,534,1,260,88,Jefferson
00/238A,1309,478,1,233,48,Jefferson
00/238B,1274,471,1,228,52,Jefferson
00/246,549,246,1,44,109,Jefferson
00/247,753,418,1,88,198,Jefferson
00/248,648,355,1,67,161,Jefferson
00/G001,447,205,1,67,75,Jefferson
00/G002,619,247,1,127,71,Jefferson
00/G003,1064,435,1,142,152,Jefferson
00/G004,461,114,1,69,22,Jefferson
00/G005,445,205,1,58,66,Jefferson
00/G006,588,180,1,112,31,Jefferson
00/G007,960,262,1,171,25,Jefferson
00/G008,638,189,1,110,31,Jefferson
00/G009,947,355,1,128,119,Jefferson
00/G010,1194,653,1,170,207,Jefferson
00/G011,1511,378,1,211,89,Jefferson
00/G012,589,342,1,89,116,Jefferson
00/G013,535,220,1,73,57,Jefferson
00/GI001,745,281,1,72,104,Jefferson
00/H001,942,195,1,78,60,Jefferson
00/H002,693,176,1,73,78,Jefferson
00/H003,775,150,1,46,60,Jefferson
00/H004,1096,215,1,88,79,Jefferson
00/H005,332,71,1,31,30,Jefferson
00/H006,451,62,1,29,18,Jefferson
00/H007,752,199,1,79,70,Jefferson
00/H008,1200,342,1,133,125,Jefferson
00/H009,633,159,1,69,59,Jefferson
00/K001,1420,261,1,96,74,Jefferson
00/K002,1788,333,1,136,87,Jefferson
00/K003,1319,169,1,73,35,Jefferson
00/K004,1756,248,1,132,44,Jefferson
00/K005,1444,282,1,66,96,Jefferson
00/K006A,1079,196,1,84,31,Jefferson
00/K006B,1033,146,1,79,31,Jefferson
00/K007A,1269,182,1,92,36,Jefferson
00/K007B,1200,191,1,87,36,Jefferson
00/K008,1672,297,1,145,70,Jefferson
00/K009,714,133,1,45,41,Jefferson
00/K010,947,170,1,57,50,Jefferson
00/K011,679,108,1,70,11,Jefferson
00/K012,1573,331,1,106,87,Jefferson
00/K013A,567,93,1,45,34,Jefferson
00/K013B,666,84,1,59,1,Jefferson
00/K014,1968,281,1,153,53,Jefferson
00/K015,874,107,1,56,23,Jefferson
00/K016,1362,204,1,106,48,Jefferson
00/K017,1462,296,1,150,82,Jefferson
00/K018,318,40,1,22,6,Jefferson
00/K019,1426,268,1,119,85,Jefferson
00/K020,1489,273,1,118,82,Jefferson
00/K021,614,145,1,107,5,Jefferson
00/K022,628,154,1,128,7,Jefferson
00/K023,1170,183,1,139,14,Jefferson
00/K024,576,80,1,67,1,Jefferson
00/K025,1302,187,1,73,47,Jefferson
00/K026,708,153,1,102,8,Jefferson
00/K027,632,96,1,44,33,Jefferson
00/K028,590,88,1,30,27,Jefferson
00/K029,942,200,1,116,27,Jefferson
00/K030,537,96,1,55,12,Jefferson
00/K031,535,89,1,60,3,Jefferson
00/K033,800,199,1,121,6,Jefferson
00/K034,1147,145,1,80,32,Jefferson
00/K035,812,169,1,62,47,Jefferson
00/L001,1329,744,1,147,352,Jefferson
00/W001,514,232,1,103,63,Jefferson
00/W002,378,117,1,71,15,Jefferson
00/W003,766,227,1,83,82,Jefferson
00/W004,580,222,1,81,83,Jefferson
00/W005,1292,449,1,161,152,Jefferson
00/W006,730,121,1,44,39,Jefferson
00/W007,1070,226,1,89,83,Jefferson
Early Voting,NA,NA,1,10787,7303,Jefferson
00/01,1052,113,1,56,31,Jefferson Davis
00/02,759,62,1,17,24,Jefferson Davis
00/03,426,88,1,19,50,Jefferson Davis
00/04,825,77,1,19,23,Jefferson Davis
00/05,1001,397,1,81,40,Jefferson Davis
00/05A,124,45,1,13,1,Jefferson Davis
00/06,861,280,1,50,52,Jefferson Davis
00/07,1662,531,1,109,119,Jefferson Davis
00/08,974,307,1,85,30,Jefferson Davis
00/08A,123,49,1,11,7,Jefferson Davis
00/09A,277,98,1,24,25,Jefferson Davis
00/09B,1291,473,1,76,86,Jefferson Davis
00/10,1745,235,1,52,78,Jefferson Davis
00/10A,363,40,1,5,12,Jefferson Davis
00/12,863,85,1,36,29,Jefferson Davis
00/13,713,125,1,85,13,Jefferson Davis
00/14,1332,213,1,97,84,Jefferson Davis
00/16,537,69,1,33,22,Jefferson Davis
00/16A,58,11,1,2,1,Jefferson Davis
00/17,231,28,1,15,12,Jefferson Davis
00/18,321,70,1,34,33,Jefferson Davis
00/19,1533,206,1,72,73,Jefferson Davis
00/20,415,80,1,28,28,Jefferson Davis
00/21,1054,150,1,47,45,Jefferson Davis
00/23,1821,272,1,84,115,Jefferson Davis
00/23B,356,57,1,14,16,Jefferson Davis
Early Voting,NA,NA,1,828,1006,Jefferson Davis
00/001,1879,271,1,112,70,Lafayette
00/002,1519,181,1,93,42,Lafayette
00/003,1476,171,1,76,49,Lafayette
00/004,1845,317,1,183,45,Lafayette
00/005,848,154,1,91,26,Lafayette
00/006,1744,277,1,143,41,Lafayette
00/007,1726,314,1,206,35,Lafayette
00/008,1455,220,1,130,38,Lafayette
00/009,1460,236,1,148,27,Lafayette
00/010,792,93,1,45,19,Lafayette
00/011,1587,335,1,184,33,Lafayette
00/012,1151,271,1,107,32,Lafayette
00/013,1138,245,1,127,26,Lafayette
00/014,1000,158,1,104,3,Lafayette
00/015,563,185,1,100,1,Lafayette
00/016,713,93,1,56,7,Lafayette
00/017,1111,172,1,104,9,Lafayette
00/018,1034,236,1,151,10,Lafayette
00/019,1241,240,1,130,1,Lafayette
00/020,1387,323,1,187,16,Lafayette
00/021,759,131,1,94,3,Lafayette
00/022,480,82,1,41,3,Lafayette
00/023,637,122,1,80,2,Lafayette
00/024,1330,230,1,148,1,Lafayette
00/025,579,46,1,18,21,Lafayette
00/026,775,120,1,67,26,Lafayette
00/027,664,75,1,43,18,Lafayette
00/028,2208,205,1,93,74,Lafayette
00/029,1049,157,1,62,56,Lafayette
00/030,1113,171,1,72,49,Lafayette
00/031,1389,178,1,102,43,Lafayette
00/032,1748,280,1,137,53,Lafayette
00/033,1745,315,1,117,87,Lafayette
00/034,2405,336,1,152,88,Lafayette
00/035,1526,129,1,53,53,Lafayette
00/036,2169,326,1,147,108,Lafayette
00/037,2288,236,1,121,72,Lafayette
00/038,1239,219,1,112,55,Lafayette
00/039,1595,152,1,93,16,Lafayette
00/040,779,120,1,66,37,Lafayette
00/041,1053,152,1,84,30,Lafayette
00/042,1087,168,1,82,31,Lafayette
00/043,959,105,1,49,23,Lafayette
00/044,869,137,1,65,23,Lafayette
00/045,1024,129,1,53,25,Lafayette
00/046,567,109,1,65,16,Lafayette
00/047,907,232,1,123,39,Lafayette
00/048,864,166,1,82,30,Lafayette
00/049,1093,302,1,193,41,Lafayette
00/050,821,115,1,51,27,Lafayette
00/051,891,147,1,80,4,Lafayette
00/052,704,120,1,82,9,Lafayette
00/053,681,202,1,123,7,Lafayette
00/054,677,105,1,78,0,Lafayette
00/055,1256,275,1,159,20,Lafayette
00/056,1014,179,1,98,4,Lafayette
00/057,730,126,1,79,2,Lafayette
00/058,698,125,1,83,3,Lafayette
00/059,533,144,1,68,21,Lafayette
00/060,744,110,1,55,10,Lafayette
00/061,365,55,1,35,3,Lafayette
00/063,452,128,1,82,4,Lafayette
00/064,537,91,1,48,25,Lafayette
00/065,730,94,1,67,3,Lafayette
00/066,541,135,1,82,7,Lafayette
00/067,1313,200,1,67,57,Lafayette
00/068,831,136,1,88,12,Lafayette
00/069,581,145,1,86,24,Lafayette
00/070,801,217,1,124,25,Lafayette
00/071,1012,130,1,48,53,Lafayette
00/072,520,64,1,48,4,Lafayette
00/073,610,127,1,54,27,Lafayette
00/074,1037,209,1,119,28,Lafayette
00/075,802,117,1,67,21,Lafayette
00/076,1117,198,1,77,53,Lafayette
00/077,911,187,1,103,50,Lafayette
00/078,1379,265,1,108,90,Lafayette
00/079,626,137,1,54,45,Lafayette
00/080,736,160,1,61,49,Lafayette
00/081,562,113,1,59,31,Lafayette
00/082,1147,242,1,148,31,Lafayette
00/083,1505,278,1,139,65,Lafayette
00/084,1136,281,1,144,66,Lafayette
00/085,2059,336,1,113,119,Lafayette
00/086,1537,221,1,84,83,Lafayette
00/087,1879,286,1,82,86,Lafayette
00/088,961,165,1,78,41,Lafayette
00/089,735,157,1,58,41,Lafayette
00/090,871,179,1,92,44,Lafayette
00/091,2255,358,1,108,106,Lafayette
00/092,2207,319,1,130,54,Lafayette
00/093,1212,130,1,50,31,Lafayette
00/094,1986,368,1,155,85,Lafayette
00/095,2056,367,1,124,104,Lafayette
00/096,1373,165,1,55,39,Lafayette
00/097,619,102,1,28,23,Lafayette
00/098,1991,300,1,105,60,Lafayette
00/099,1179,164,1,95,23,Lafayette
00/100,1362,218,1,76,70,Lafayette
00/101,1459,202,1,61,78,Lafayette
00/102,1424,171,1,81,46,Lafayette
00/103,1164,149,1,59,43,Lafayette
00/104,2096,304,1,107,84,Lafayette
00/105,2040,299,1,113,109,Lafayette
00/106,2064,264,1,122,81,Lafayette
00/107,2161,364,1,108,127,Lafayette
00/108,2333,316,1,120,106,Lafayette
00/109,2154,326,1,93,124,Lafayette
00/110,1453,262,1,106,78,Lafayette
00/111,1614,258,1,83,92,Lafayette
00/112,1415,226,1,94,48,Lafayette
00/113,1219,164,1,113,27,Lafayette
00/114,584,44,1,14,14,Lafayette
00/115,1613,253,1,81,55,Lafayette
00/116,1995,278,1,111,92,Lafayette
00/117,1380,187,1,102,52,Lafayette
00/118,1120,156,1,40,67,Lafayette
00/119,787,98,1,39,27,Lafayette
00/120,1791,305,1,113,79,Lafayette
00/121,1162,218,1,83,59,Lafayette
00/122,1204,183,1,75,52,Lafayette
00/123,1580,240,1,139,30,Lafayette
00/124,1333,209,1,89,56,Lafayette
00/125,1695,299,1,111,99,Lafayette
00/126,1518,250,1,57,68,Lafayette
00/127,1477,232,1,95,39,Lafayette
00/128,1498,232,1,70,52,Lafayette
00/129,336,44,1,18,12,Lafayette
00/130,12,1,1,1,0,Lafayette
00/131,23,7,1,3,2,Lafayette
00/133,861,144,1,50,50,Lafayette
00/134,1933,282,1,136,55,Lafayette
00/135,1102,141,1,48,50,Lafayette
00/136,2008,256,1,110,74,Lafayette
Early Voting,NA,NA,1,4582,3329,Lafayette
01/01,1632,302,1,139,94,Lafourche
01/02,564,107,1,68,21,Lafourche
01/03,1159,270,1,88,73,Lafourche
01/04,412,111,1,79,9,Lafourche
01/05,1414,319,1,152,74,Lafourche
01/06,889,140,1,88,24,Lafourche
02/01,327,89,1,49,13,Lafourche
02/01A,238,56,1,37,11,Lafourche
02/02 A,865,244,1,81,79,Lafourche
02/02 B,714,203,1,80,85,Lafourche
02/03,1034,216,1,99,64,Lafourche
02/05,467,116,1,66,12,Lafourche
02/06,645,172,1,70,45,Lafourche
02/07,518,212,1,140,15,Lafourche
02/08,527,156,1,46,62,Lafourche
02/09,760,207,1,144,10,Lafourche
02/10,363,60,1,28,15,Lafourche
02/11,869,217,1,138,23,Lafourche
02/12,1336,406,1,126,142,Lafourche
02/13,1153,297,1,149,96,Lafourche
02/14,736,185,1,65,72,Lafourche
02/15,499,119,1,37,43,Lafourche
02/16,184,36,1,24,2,Lafourche
03/01,957,219,1,85,85,Lafourche
03/02,678,120,1,59,39,Lafourche
03/03,710,107,1,33,53,Lafourche
03/04,943,216,1,169,22,Lafourche
03/05,1093,176,1,91,54,Lafourche
03/06,1157,238,1,67,108,Lafourche
03/07,938,171,1,60,57,Lafourche
04/01,1272,212,1,74,92,Lafourche
04/02,774,152,1,40,63,Lafourche
04/03,477,95,1,29,42,Lafourche
04/04,1006,144,1,51,62,Lafourche
04/05,1186,262,1,93,104,Lafourche
04/06,1253,213,1,64,104,Lafourche
05/01,998,188,1,69,74,Lafourche
05/01A,723,171,1,55,69,Lafourche
05/02,720,178,1,82,68,Lafourche
05/03,671,135,1,89,19,Lafourche
06/01,1071,224,1,70,119,Lafourche
06/02,1349,226,1,80,112,Lafourche
06/03,601,84,1,31,40,Lafourche
06/04,484,45,1,20,19,Lafourche
06/05,1460,310,1,116,130,Lafourche
07/01,174,41,1,21,16,Lafourche
07/02,414,85,1,35,40,Lafourche
07/03,242,48,1,15,32,Lafourche
07/04,865,175,1,124,24,Lafourche
08/01,544,115,1,57,46,Lafourche
09/01,680,111,1,37,50,Lafourche
09/02,609,84,1,33,35,Lafourche
10/01,807,113,1,41,49,Lafourche
10/02,829,120,1,43,45,Lafourche
10/03,648,92,1,23,41,Lafourche
10/04,1554,202,1,69,81,Lafourche
10/06,393,54,1,28,17,Lafourche
10/08,667,100,1,38,36,Lafourche
10/09,660,115,1,41,63,Lafourche
10/10,749,111,1,44,33,Lafourche
10/11,348,38,1,12,21,Lafourche
10/12,945,95,1,31,38,Lafourche
10/13,774,119,1,35,53,Lafourche
10/14,940,132,1,35,62,Lafourche
10/15,725,111,1,25,57,Lafourche
10/16,563,88,1,42,25,Lafourche
11/01,300,26,1,12,10,Lafourche
11/02 A,1301,197,1,56,105,Lafourche
11/02 B,1137,136,1,50,65,Lafourche
11/03,1530,171,1,76,50,Lafourche
11/04,518,90,1,38,38,Lafourche
11/05,1241,162,1,50,75,Lafourche
Early Voting,NA,NA,1,1297,1203,Lafourche
01/01,236,50,1,15,22,Lasalle
01/02,116,22,1,4,12,Lasalle
01/03,540,65,1,22,28,Lasalle
02/01,810,104,1,38,40,Lasalle
03/01,447,63,1,24,30,Lasalle
03/02,300,40,1,15,19,Lasalle
04/02,791,117,1,28,54,Lasalle
04/03,159,36,1,13,9,Lasalle
05/01,924,195,1,44,55,Lasalle
06/02,821,123,1,29,42,Lasalle
07/01,671,126,1,62,36,Lasalle
07/02,343,64,1,24,29,Lasalle
08/02,180,27,1,10,12,Lasalle
08/03,224,44,1,13,15,Lasalle
08/05,115,32,1,8,17,Lasalle
08/07,424,57,1,14,26,Lasalle
09/01,505,87,1,37,37,Lasalle
09/02,243,34,1,9,13,Lasalle
09/03,169,28,1,10,9,Lasalle
09/05,71,12,1,2,8,Lasalle
10/01,675,96,1,40,20,Lasalle
Early Voting,NA,NA,1,145,269,Lasalle
01/01,1219,283,1,143,1,Lincoln
01/02,489,118,1,65,20,Lincoln
01/03,387,23,1,20,0,Lincoln
02/01,1020,213,1,114,3,Lincoln
03/01,669,140,1,85,33,Lincoln
03/02,749,147,1,63,51,Lincoln
03/03,500,72,1,39,13,Lincoln
03/04,634,117,1,45,36,Lincoln
03/05,370,94,1,34,41,Lincoln
03/06,103,11,1,3,7,Lincoln
04/01,334,57,1,25,20,Lincoln
04/02,545,95,1,54,26,Lincoln
04/03,895,136,1,50,52,Lincoln
04/04,418,92,1,39,42,Lincoln
04/05,355,62,1,29,21,Lincoln
04/06,256,59,1,21,20,Lincoln
05/01,736,86,1,43,27,Lincoln
05/02,951,145,1,51,59,Lincoln
05/03,796,147,1,45,72,Lincoln
05/04,787,132,1,41,56,Lincoln
06/01,1816,319,1,132,66,Lincoln
06/02,153,37,1,17,8,Lincoln
06/03,393,82,1,31,19,Lincoln
06/04,224,46,1,24,2,Lincoln
06/05,76,17,1,7,3,Lincoln
06/06,86,5,1,3,2,Lincoln
07/01,443,127,1,34,31,Lincoln
07/02,2218,491,1,165,130,Lincoln
08/01,715,108,1,39,18,Lincoln
08/02,1761,313,1,109,92,Lincoln
08/03,59,4,1,2,0,Lincoln
09/01,1307,244,1,162,5,Lincoln
09/02,121,7,1,2,0,Lincoln
09/03,14,1,1,0,0,Lincoln
09/04,307,49,1,28,4,Lincoln
10/01,704,140,1,89,2,Lincoln
10/02,134,15,1,9,3,Lincoln
10/03,248,33,1,9,5,Lincoln
10/04,671,163,1,93,3,Lincoln
10/05,210,35,1,16,1,Lincoln
10/06,230,41,1,16,7,Lincoln
11/01,901,163,1,98,5,Lincoln
11/03,170,39,1,18,0,Lincoln
11/04,529,83,1,43,7,Lincoln
11/05,213,33,1,13,5,Lincoln
12/01,992,175,1,80,19,Lincoln
12/02,21,5,1,4,0,Lincoln
12/03,NA,NA,1,0,0,Lincoln
12/04,4,0,1,0,0,Lincoln
12/06,225,68,1,29,5,Lincoln
Early Voting,NA,NA,1,1183,506,Lincoln
00/01,2210,427,1,153,151,Livingston
00/01A,438,100,1,20,52,Livingston
00/01B,1333,310,1,89,137,Livingston
00/01C,936,148,1,41,63,Livingston
00/01D,1776,257,1,93,101,Livingston
00/02,1602,281,1,109,85,Livingston
00/02A,1535,229,1,89,72,Livingston
00/03,2235,369,1,130,121,Livingston
00/03A,1267,235,1,78,92,Livingston
00/03B,560,92,1,33,31,Livingston
00/04,1598,309,1,88,112,Livingston
00/04A,1137,183,1,63,65,Livingston
00/04B,469,135,1,26,55,Livingston
00/05,2067,348,1,115,112,Livingston
00/05A,632,88,1,35,29,Livingston
00/05B,1347,198,1,60,53,Livingston
00/05D,588,116,1,36,37,Livingston
00/06,1555,260,1,84,101,Livingston
00/06A,996,157,1,43,54,Livingston
00/06B,840,160,1,51,40,Livingston
00/07,737,168,1,56,73,Livingston
00/07A,581,100,1,29,27,Livingston
00/07B,1909,319,1,169,46,Livingston
00/07C,506,77,1,27,29,Livingston
00/07D,746,127,1,52,31,Livingston
00/08A,1194,167,1,52,53,Livingston
00/08B,268,57,1,13,15,Livingston
00/09,1320,234,1,120,79,Livingston
00/10,951,186,1,78,65,Livingston
00/11,1301,237,1,100,69,Livingston
00/11A,1168,177,1,71,60,Livingston
00/12,1185,169,1,74,57,Livingston
00/13A,681,73,1,32,30,Livingston
00/13B,780,167,1,56,70,Livingston
00/14,1400,304,1,100,146,Livingston
00/15,538,73,1,22,37,Livingston
00/16,1340,232,1,79,123,Livingston
00/17,1120,174,1,54,88,Livingston
00/18,1555,223,1,71,95,Livingston
00/18A,33,5,1,2,3,Livingston
00/19,1439,226,1,66,100,Livingston
00/19A,603,93,1,31,22,Livingston
00/20,308,71,1,24,20,Livingston
00/21,2133,360,1,196,80,Livingston
00/21A,664,87,1,28,30,Livingston
00/21B,546,93,1,29,42,Livingston
00/22,707,101,1,38,38,Livingston
00/23,1808,380,1,119,119,Livingston
00/23A,1141,199,1,100,43,Livingston
00/23B,781,132,1,44,41,Livingston
00/23C,1568,243,1,101,82,Livingston
00/24,2241,438,1,105,119,Livingston
00/24B,1085,196,1,41,58,Livingston
00/24C,1407,288,1,89,97,Livingston
00/24D,1111,204,1,67,36,Livingston
00/25,1049,206,1,74,52,Livingston
00/26,1197,269,1,78,67,Livingston
00/26A,1170,272,1,85,67,Livingston
00/26B,1129,207,1,85,56,Livingston
00/26C,934,151,1,43,31,Livingston
00/27,2164,401,1,201,45,Livingston
00/28,973,132,1,41,36,Livingston
00/29,1508,298,1,68,88,Livingston
00/30,646,110,1,39,37,Livingston
00/31,292,65,1,18,24,Livingston
00/32,1005,442,1,157,194,Livingston
00/33,391,67,1,18,38,Livingston
00/34,737,137,1,47,56,Livingston
00/35,1353,224,1,97,47,Livingston
00/35A,824,159,1,62,45,Livingston
00/36,1499,270,1,74,86,Livingston
00/36A,1062,188,1,57,44,Livingston
00/38,1434,247,1,114,79,Livingston
00/39,1104,194,1,68,49,Livingston
00/39A,1204,176,1,56,32,Livingston
00/39B,653,80,1,31,21,Livingston
00/40,1500,302,1,72,113,Livingston
00/40A,2213,368,1,113,96,Livingston
00/41,775,145,1,41,35,Livingston
00/43,193,43,1,16,16,Livingston
Early Voting,NA,NA,1,2209,2856,Livingston
00/01,304,56,1,16,29,Madison
00/02,172,30,1,6,17,Madison
00/03,223,30,1,4,23,Madison
00/04,161,21,1,5,15,Madison
00/05,119,20,1,8,7,Madison
00/06,57,12,1,8,2,Madison
00/07,362,63,1,18,19,Madison
00/08,383,59,1,37,6,Madison
00/09,97,16,1,9,4,Madison
00/10,396,76,1,40,12,Madison
00/11,130,27,1,14,3,Madison
00/12,446,76,1,44,1,Madison
00/13,423,62,1,35,3,Madison
00/14,245,48,1,13,14,Madison
00/15,781,108,1,76,1,Madison
00/17,234,31,1,22,1,Madison
00/17A,176,30,1,21,1,Madison
00/18,107,22,1,11,0,Madison
00/19,499,87,1,44,1,Madison
