precinct,qualified_voters,count_voted,reported,no,yes,parish
00/23B,356,57,1,15,15,Jefferson Davis
Early Voting,NA,NA,1,764,1087,Jefferson Davis
00/001,1879,271,1,111,71,Lafayette
00/002,1519,181,1,91,45,Lafayette
00/003,1476,171,1,79,46,Lafayette
00/004,1845,317,1,191,40,Lafayette
00/005,848,154,1,94,23,Lafayette
00/006,1744,277,1,136,47,Lafayette
00/007,1726,314,1,204,35,Lafayette
00/008,1455,220,1,127,42,Lafayette
00/009,1460,236,1,143,32,Lafayette
00/010,792,93,1,43,21,Lafayette
00/011,1587,335,1,188,30,Lafayette
00/012,1151,271,1,106,34,Lafayette
00/013,1138,245,1,122,31,Lafayette
00/014,1000,158,1,102,4,Lafayette
00/015,563,185,1,99,2,Lafayette
00/016,713,93,1,54,9,Lafayette
00/017,1111,172,1,106,7,Lafayette
00/018,1034,236,1,149,10,Lafayette
00/019,1241,240,1,122,9,Lafayette
00/020,1387,323,1,189,16,Lafayette
00/021,759,131,1,96,3,Lafayette
00/022,480,82,1,43,3,Lafayette
00/023,637,122,1,81,3,Lafayette
00/024,1330,230,1,147,2,Lafayette
00/025,579,46,1,19,19,Lafayette
00/026,775,120,1,65,27,Lafayette
00/027,664,75,1,41,21,Lafayette
00/028,2208,205,1,86,80,Lafayette
00/029,1049,157,1,62,55,Lafayette
00/030,1113,171,1,73,49,Lafayette
00/031,1389,178,1,96,49,Lafayette
00/032,1748,280,1,139,54,Lafayette
00/033,1745,315,1,122,83,Lafayette
00/034,2405,336,1,151,89,Lafayette
00/035,1526,129,1,56,49,Lafayette
00/036,2169,326,1,138,117,Lafayette
00/037,2288,236,1,115,78,Lafayette
00/038,1239,219,1,111,56,Lafayette
00/039,1595,152,1,91,18,Lafayette
00/040,779,120,1,62,41,Lafayette
00/041,1053,152,1,87,29,Lafayette
00/042,1087,168,1,83,32,Lafayette
00/043,959,105,1,48,24,Lafayette
00/044,869,137,1,62,24,Lafayette
00/045,1024,129,1,54,25,Lafayette
00/046,567,109,1,66,15,Lafayette
00/047,907,232,1,133,30,Lafayette
00/048,864,166,1,77,32,Lafayette
00/049,1093,302,1,189,44,Lafayette
00/050,821,115,1,52,27,Lafayette
00/051,891,147,1,80,5,Lafayette
00/052,704,120,1,81,9,Lafayette
00/053,681,202,1,121,6,Lafayette
00/054,677,105,1,78,1,Lafayette
00/055,1256,275,1,158,22,Lafayette
00/056,1014,179,1,94,7,Lafayette
00/057,730,126,1,79,3,Lafayette
00/058,698,125,1,79,6,Lafayette
00/059,533,144,1,66,23,Lafayette
00/060,744,110,1,55,10,Lafayette
00/061,365,55,1,37,2,Lafayette
00/063,452,128,1,81,5,Lafayette
00/064,537,91,1,45,28,Lafayette
00/065,730,94,1,62,8,Lafayette
00/066,541,135,1,80,10,Lafayette
00/067,1313,200,1,66,60,Lafayette
00/068,831,136,1,83,15,Lafayette
00/069,581,145,1,87,23,Lafayette
00/070,801,217,1,131,18,Lafayette
00/071,1012,130,1,46,53,Lafayette
00/072,520,64,1,47,5,Lafayette
00/073,610,127,1,50,31,Lafayette
00/074,1037,209,1,119,28,Lafayette
00/075,802,117,1,66,22,Lafayette
00/076,1117,198,1,80,48,Lafayette
00/077,911,187,1,106,47,Lafayette
00/078,1379,265,1,112,84,Lafayette
00/079,626,137,1,55,46,Lafayette
00/080,736,160,1,55,58,Lafayette
00/081,562,113,1,55,36,Lafayette
00/082,1147,242,1,146,33,Lafayette
00/083,1505,278,1,136,68,Lafayette
00/084,1136,281,1,136,74,Lafayette
00/085,2059,336,1,110,121,Lafayette
00/086,1537,221,1,88,80,Lafayette
00/087,1879,286,1,78,91,Lafayette
00/088,961,165,1,79,42,Lafayette
00/089,735,157,1,58,37,Lafayette
00/090,871,179,1,88,48,Lafayette
00/091,2255,358,1,107,106,Lafayette
00/092,2207,319,1,125,58,Lafayette
00/093,1212,130,1,54,27,Lafayette
00/094,1986,368,1,149,91,Lafayette
00/095,2056,367,1,119,105,Lafayette
00/096,1373,165,1,57,39,Lafayette
00/097,619,102,1,28,24,Lafayette
00/098,1991,300,1,94,68,Lafayette
00/099,1179,164,1,93,26,Lafayette
00/100,1362,218,1,66,79,Lafayette
00/101,1459,202,1,61,78,Lafayette
00/102,1424,171,1,77,51,Lafayette
00/103,1164,149,1,62,40,Lafayette
00/104,2096,304,1,105,89,Lafayette
00/105,2040,299,1,110,111,Lafayette
00/106,2064,264,1,121,82,Lafayette
00/107,2161,364,1,104,133,Lafayette
00/108,2333,316,1,114,113,Lafayette
00/109,2154,326,1,89,127,Lafayette
00/110,1453,262,1,100,85,Lafayette
00/111,1614,258,1,81,95,Lafayette
00/112,1415,226,1,93,49,Lafayette
00/113,1219,164,1,114,26,Lafayette
00/114,584,44,1,14,14,Lafayette
00/115,1613,253,1,77,59,Lafayette
00/116,1995,278,1,103,99,Lafayette
00/117,1380,187,1,100,53,Lafayette
00/118,1120,156,1,40,69,Lafayette
00/119,787,98,1,33,33,Lafayette
00/120,1791,305,1,111,80,Lafayette
00/121,1162,218,1,75,67,Lafayette
00/122,1204,183,1,67,60,Lafayette
00/123,1580,240,1,137,31,Lafayette
00/124,1333,209,1,95,49,Lafayette
00/125,1695,299,1,113,97,Lafayette
00/126,1518,250,1,55,76,Lafayette
00/127,1477,232,1,88,46,Lafayette
00/128,1498,232,1,70,52,Lafayette
00/129,336,44,1,16,14,Lafayette
00/130,12,1,1,0,1,Lafayette
00/131,23,7,1,0,5,Lafayette
00/133,861,144,1,52,46,Lafayette
00/134,1933,282,1,135,57,Lafayette
00/135,1102,141,1,45,52,Lafayette
00/136,2008,256,1,109,75,Lafayette
Early Voting,NA,NA,1,4347,3677,Lafayette
01/01,1632,302,1,140,94,Lafourche
01/02,564,107,1,65,23,Lafourche
01/03,1159,270,1,92,69,Lafourche
01/04,412,111,1,79,7,Lafourche
01/05,1414,319,1,158,67,Lafourche
01/06,889,140,1,86,26,Lafourche
02/01,327,89,1,48,14,Lafourche
02/01A,238,56,1,37,10,Lafourche
02/02 A,865,244,1,78,82,Lafourche
02/02 B,714,203,1,88,77,Lafourche
02/03,1034,216,1,98,65,Lafourche
02/05,467,116,1,66,13,Lafourche
02/06,645,172,1,68,47,Lafourche
02/07,518,212,1,138,17,Lafourche
02/08,527,156,1,52,56,Lafourche
02/09,760,207,1,146,8,Lafourche
02/10,363,60,1,28,15,Lafourche
02/11,869,217,1,137,24,Lafourche
02/12,1336,406,1,131,136,Lafourche
02/13,1153,297,1,152,93,Lafourche
02/14,736,185,1,73,64,Lafourche
02/15,499,119,1,37,43,Lafourche
02/16,184,36,1,22,5,Lafourche
03/01,957,219,1,88,83,Lafourche
03/02,678,120,1,52,46,Lafourche
03/03,710,107,1,39,47,Lafourche
03/04,943,216,1,173,18,Lafourche
03/05,1093,176,1,93,52,Lafourche
03/06,1157,238,1,70,105,Lafourche
03/07,938,171,1,65,52,Lafourche
04/01,1272,212,1,69,97,Lafourche
04/02,774,152,1,38,65,Lafourche
04/03,477,95,1,34,37,Lafourche
04/04,1006,144,1,48,65,Lafourche
04/05,1186,262,1,97,101,Lafourche
04/06,1253,213,1,79,88,Lafourche
05/01,998,188,1,74,69,Lafourche
05/01A,723,171,1,63,61,Lafourche
05/02,720,178,1,89,61,Lafourche
05/03,671,135,1,93,17,Lafourche
06/01,1071,224,1,78,111,Lafourche
06/02,1349,226,1,81,110,Lafourche
06/03,601,84,1,34,37,Lafourche
06/04,484,45,1,22,17,Lafourche
06/05,1460,310,1,137,109,Lafourche
07/01,174,41,1,14,23,Lafourche
07/02,414,85,1,41,34,Lafourche
07/03,242,48,1,15,32,Lafourche
07/04,865,175,1,123,26,Lafourche
08/01,544,115,1,61,42,Lafourche
09/01,680,111,1,41,46,Lafourche
09/02,609,84,1,34,34,Lafourche
10/01,807,113,1,51,39,Lafourche
10/02,829,120,1,46,42,Lafourche
10/03,648,92,1,27,37,Lafourche
10/04,1554,202,1,80,70,Lafourche
10/06,393,54,1,29,17,Lafourche
10/08,667,100,1,45,29,Lafourche
10/09,660,115,1,49,55,Lafourche
10/10,749,111,1,48,30,Lafourche
10/11,348,38,1,19,13,Lafourche
10/12,945,95,1,38,31,Lafourche
10/13,774,119,1,37,50,Lafourche
10/14,940,132,1,36,59,Lafourche
10/15,725,111,1,35,47,Lafourche
10/16,563,88,1,42,25,Lafourche
11/01,300,26,1,12,10,Lafourche
11/02 A,1301,197,1,67,94,Lafourche
11/02 B,1137,136,1,49,67,Lafourche
11/03,1530,171,1,77,50,Lafourche
11/04,518,90,1,38,38,Lafourche
11/05,1241,162,1,54,70,Lafourche
Early Voting,NA,NA,1,1359,1157,Lafourche
01/01,236,50,1,18,19,Lasalle
01/02,116,22,1,5,11,Lasalle
01/03,540,65,1,20,31,Lasalle
02/01,810,104,1,33,44,Lasalle
03/01,447,63,1,25,29,Lasalle
03/02,300,40,1,16,18,Lasalle
04/02,791,117,1,24,57,Lasalle
04/03,159,36,1,10,12,Lasalle
05/01,924,195,1,42,55,Lasalle
06/02,821,123,1,25,46,Lasalle
07/01,671,126,1,54,43,Lasalle
07/02,343,64,1,22,31,Lasalle
08/02,180,27,1,9,13,Lasalle
08/03,224,44,1,14,14,Lasalle
08/05,115,32,1,5,19,Lasalle
08/07,424,57,1,15,25,Lasalle
09/01,505,87,1,37,37,Lasalle
09/02,243,34,1,6,16,Lasalle
09/03,169,28,1,10,9,Lasalle
09/05,71,12,1,2,8,Lasalle
10/01,675,96,1,36,22,Lasalle
Early Voting,NA,NA,1,115,303,Lasalle
01/01,1219,283,1,140,4,Lincoln
01/02,489,118,1,66,20,Lincoln
01/03,387,23,1,20,0,Lincoln
02/01,1020,213,1,114,2,Lincoln
03/01,669,140,1,88,32,Lincoln
03/02,749,147,1,60,54,Lincoln
03/03,500,72,1,33,19,Lincoln
03/04,634,117,1,43,37,Lincoln
03/05,370,94,1,31,45,Lincoln
03/06,103,11,1,3,7,Lincoln
04/01,334,57,1,23,23,Lincoln
04/02,545,95,1,59,21,Lincoln
04/03,895,136,1,30,72,Lincoln
04/04,418,92,1,35,47,Lincoln
04/05,355,62,1,27,22,Lincoln
04/06,256,59,1,19,22,Lincoln
05/01,736,86,1,42,28,Lincoln
05/02,951,145,1,48,62,Lincoln
05/03,796,147,1,48,69,Lincoln
05/04,787,132,1,38,58,Lincoln
06/01,1816,319,1,131,69,Lincoln
06/02,153,37,1,16,9,Lincoln
06/03,393,82,1,28,22,Lincoln
06/04,224,46,1,24,2,Lincoln
06/05,76,17,1,7,3,Lincoln
06/06,86,5,1,2,3,Lincoln
07/01,443,127,1,33,33,Lincoln
07/02,2218,491,1,153,141,Lincoln
08/01,715,108,1,37,20,Lincoln
08/02,1761,313,1,102,99,Lincoln
08/03,59,4,1,2,0,Lincoln
09/01,1307,244,1,159,7,Lincoln
09/02,121,7,1,2,0,Lincoln
09/03,14,1,1,0,0,Lincoln
09/04,307,49,1,28,4,Lincoln
10/01,704,140,1,91,1,Lincoln
10/02,134,15,1,8,4,Lincoln
10/03,248,33,1,9,5,Lincoln
10/04,671,163,1,93,4,Lincoln
10/05,210,35,1,16,1,Lincoln
10/06,230,41,1,15,8,Lincoln
11/01,901,163,1,93,10,Lincoln
11/03,170,39,1,16,2,Lincoln
11/04,529,83,1,42,8,Lincoln
11/05,213,33,1,16,2,Lincoln
12/01,992,175,1,82,16,Lincoln
12/02,21,5,1,4,0,Lincoln
12/03,NA,NA,1,0,0,Lincoln
12/04,4,0,1,0,0,Lincoln
12/06,225,68,1,28,6,Lincoln
Early Voting,NA,NA,1,1138,571,Lincoln
00/01,2210,427,1,143,163,Livingston
00/01A,438,100,1,19,53,Livingston
00/01B,1333,310,1,82,143,Livingston
00/01C,936,148,1,35,65,Livingston
00/01D,1776,257,1,84,109,Livingston
00/02,1602,281,1,103,91,Livingston
00/02A,1535,229,1,73,90,Livingston
00/03,2235,369,1,125,126,Livingston
00/03A,1267,235,1,74,97,Livingston
00/03B,560,92,1,29,35,Livingston
00/04,1598,309,1,83,116,Livingston
00/04A,1137,183,1,56,72,Livingston
00/04B,469,135,1,22,59,Livingston
00/05,2067,348,1,119,108,Livingston
00/05A,632,88,1,37,27,Livingston
00/05B,1347,198,1,61,52,Livingston
00/05D,588,116,1,39,34,Livingston
00/06,1555,260,1,77,108,Livingston
00/06A,996,157,1,47,52,Livingston
00/06B,840,160,1,37,54,Livingston
00/07,737,168,1,54,75,Livingston
00/07A,581,100,1,31,25,Livingston
00/07B,1909,319,1,161,54,Livingston
00/07C,506,77,1,27,29,Livingston
00/07D,746,127,1,60,24,Livingston
00/08A,1194,167,1,48,57,Livingston
00/08B,268,57,1,12,16,Livingston
00/09,1320,234,1,120,77,Livingston
00/10,951,186,1,74,67,Livingston
00/11,1301,237,1,100,70,Livingston
00/11A,1168,177,1,71,60,Livingston
00/12,1185,169,1,78,52,Livingston
00/13A,681,73,1,27,35,Livingston
00/13B,780,167,1,51,76,Livingston
00/14,1400,304,1,96,150,Livingston
00/15,538,73,1,26,35,Livingston
00/16,1340,232,1,62,141,Livingston
00/17,1120,174,1,55,88,Livingston
00/18,1555,223,1,70,95,Livingston
00/18A,33,5,1,2,3,Livingston
00/19,1439,226,1,71,94,Livingston
00/19A,603,93,1,34,20,Livingston
00/20,308,71,1,25,19,Livingston
00/21,2133,360,1,198,80,Livingston
00/21A,664,87,1,24,34,Livingston
00/21B,546,93,1,25,46,Livingston
00/22,707,101,1,40,36,Livingston
00/23,1808,380,1,110,128,Livingston
00/23A,1141,199,1,94,49,Livingston
00/23B,781,132,1,39,46,Livingston
00/23C,1568,243,1,89,94,Livingston
00/24,2241,438,1,110,115,Livingston
00/24B,1085,196,1,37,62,Livingston
00/24C,1407,288,1,87,99,Livingston
00/24D,1111,204,1,58,43,Livingston
00/25,1049,206,1,69,57,Livingston
00/26,1197,269,1,83,63,Livingston
00/26A,1170,272,1,85,67,Livingston
00/26B,1129,207,1,81,58,Livingston
00/26C,934,151,1,38,36,Livingston
00/27,2164,401,1,200,50,Livingston
00/28,973,132,1,39,38,Livingston
00/29,1508,298,1,61,96,Livingston
00/30,646,110,1,33,43,Livingston
00/31,292,65,1,20,22,Livingston
00/32,1005,442,1,140,207,Livingston
00/33,391,67,1,17,40,Livingston
00/34,737,137,1,51,52,Livingston
00/35,1353,224,1,97,50,Livingston
00/35A,824,159,1,55,52,Livingston
00/36,1499,270,1,73,88,Livingston
00/36A,1062,188,1,55,46,Livingston
00/38,1434,247,1,113,81,Livingston
00/39,1104,194,1,65,52,Livingston
00/39A,1204,176,1,49,39,Livingston
00/39B,653,80,1,28,25,Livingston
00/40,1500,302,1,76,112,Livingston
00/40A,2213,368,1,106,103,Livingston
00/41,775,145,1,40,37,Livingston
00/43,193,43,1,15,17,Livingston
Early Voting,NA,NA,1,2018,3090,Livingston
00/01,304,56,1,18,27,Madison
00/02,172,30,1,9,14,Madison
00/03,223,30,1,7,20,Madison
00/04,161,21,1,5,15,Madison
00/05,119,20,1,6,9,Madison
00/06,57,12,1,9,1,Madison
00/07,362,63,1,15,22,Madison
00/08,383,59,1,37,7,Madison
00/09,97,16,1,10,4,Madison
00/10,396,76,1,39,12,Madison
00/11,130,27,1,12,3,Madison
00/12,446,76,1,45,2,Madison
00/13,423,62,1,34,4,Madison
00/14,245,48,1,10,18,Madison
00/15,781,108,1,76,1,Madison
00/17,234,31,1,23,1,Madison
00/17A,176,30,1,20,2,Madison
00/18,107,22,1,11,0,Madison
00/19,499,87,1,44,1,Madison
00/20,427,103,1,56,3,Madison
00/21,331,47,1,26,1,Madison
00/22,335,62,1,21,4,Madison
00/23,140,21,1,10,2,Madison
00/24,21,4,1,0,0,Madison
00/25,533,80,1,28,33,Madison
00/26,108,16,1,4,11,Madison
Early Voting,NA,NA,1,273,125,Madison
00/01,895,269,1,80,34,Morehouse
00/01-1,109,18,1,4,0,Morehouse
00/03-1,1239,312,1,94,40,Morehouse
00/03-2,119,28,1,9,2,Morehouse
00/06,287,98,1,24,8,Morehouse
00/07,1085,329,1,103,39,Morehouse
00/07-1,116,45,1,14,5,Morehouse
00/08,320,68,1,24,13,Morehouse
00/12,433,132,1,64,4,Morehouse
00/13,615,123,1,45,8,Morehouse
00/13-1,119,31,1,13,2,Morehouse
00/14,813,195,1,98,5,Morehouse
00/16,367,98,1,34,6,Morehouse
00/16-1,134,29,1,10,2,Morehouse
00/20,584,192,1,57,16,Morehouse
00/21,235,47,1,13,6,Morehouse
00/21-1,313,86,1,12,8,Morehouse
00/23,406,64,1,13,6,Morehouse
00/24,523,100,1,33,12,Morehouse
00/26-1,769,103,1,31,23,Morehouse
00/27,766,79,1,9,15,Morehouse
00/27-1,313,38,1,7,10,Morehouse
00/29,379,56,1,18,19,Morehouse
00/31,431,57,1,31,8,Morehouse
00/31-1,73,9,1,2,2,Morehouse
00/32,146,34,1,12,6,Morehouse
00/35,584,108,1,23,35,Morehouse
00/37,373,71,1,18,19,Morehouse
00/39-1,387,90,1,18,18,Morehouse
00/39-2,476,127,1,57,11,Morehouse
00/40,658,119,1,21,45,Morehouse
00/42,829,79,1,23,45,Morehouse
00/45,597,64,1,15,12,Morehouse
00/47,166,11,1,9,1,Morehouse
00/48,177,19,1,10,2,Morehouse
00/50,180,37,1,28,2,Morehouse
00/51,416,53,1,11,12,Morehouse
00/53,173,40,1,17,13,Morehouse
00/53-1,105,19,1,4,13,Morehouse
00/54,114,34,1,10,12,Morehouse
Early Voting,NA,NA,1,999,736,Morehouse
01/01,764,151,1,99,5,Natchitoches
01/01A,325,82,1,37,16,Natchitoches
01/02,1447,351,1,147,103,Natchitoches
01/03,979,136,1,77,11,Natchitoches
01/03A,133,36,1,18,3,Natchitoches
01/04,1245,235,1,166,7,Natchitoches
01/04A,127,7,1,4,0,Natchitoches
01/05,313,51,1,39,2,Natchitoches
01/05A,373,46,1,33,0,Natchitoches
01/06,555,161,1,69,23,Natchitoches
01/07,970,265,1,103,58,Natchitoches
01/08,624,109,1,75,3,Natchitoches
01/09,596,165,1,58,46,Natchitoches
01/09A,450,82,1,22,32,Natchitoches
01/10,935,165,1,49,64,Natchitoches
01/10A,306,66,1,16,22,Natchitoches
01/10B,576,136,1,27,58,Natchitoches
01/11,1644,411,1,192,68,Natchitoches
01/12,718,229,1,90,59,Natchitoches
01/13,860,123,1,81,7,Natchitoches
01/14,477,81,1,48,3,Natchitoches
02/01,134,36,1,12,21,Natchitoches
02/02,130,33,1,11,19,Natchitoches
02/03,252,41,1,21,16,Natchitoches
02/04,316,70,1,32,31,Natchitoches
02/05,285,67,1,24,24,Natchitoches
02/06,424,68,1,23,37,Natchitoches
02/07,309,80,1,54,8,Natchitoches
02/07A,55,12,1,3,1,Natchitoches
02/08,560,130,1,107,6,Natchitoches
02/09,695,117,1,37,66,Natchitoches
03/01,490,81,1,30,42,Natchitoches
03/02,227,48,1,16,28,Natchitoches
03/03,110,17,1,3,13,Natchitoches
03/04,284,45,1,11,17,Natchitoches
03/05,455,75,1,22,43,Natchitoches
03/06,399,60,1,21,37,Natchitoches
03/07,97,20,1,16,2,Natchitoches
03/08,558,104,1,23,54,Natchitoches
03/09,64,19,1,2,15,Natchitoches
03/10,84,31,1,13,16,Natchitoches
04/01,288,53,1,21,9,Natchitoches
04/02,346,92,1,73,2,Natchitoches
04/03,316,74,1,37,22,Natchitoches
04/04,493,103,1,55,30,Natchitoches
04/05,154,33,1,7,25,Natchitoches
04/06,240,44,1,11,28,Natchitoches
04/07,65,28,1,11,17,Natchitoches
04/08,187,39,1,14,22,Natchitoches
04/09,865,196,1,82,51,Natchitoches
Early Voting,NA,NA,1,717,618,Natchitoches
01/01,1040,223,1,179,12,Orleans
01/02,493,147,1,116,13,Orleans
01/05,727,228,1,133,20,Orleans
01/06,565,165,1,134,3,Orleans
02/01,1018,219,1,147,23,Orleans
02/02,1337,132,1,86,13,Orleans
02/04,884,250,1,215,8,Orleans
02/06,412,98,1,88,3,Orleans
02/07,2119,206,1,154,7,Orleans
03/01,2317,420,1,225,42,Orleans
03/08,1673,223,1,163,6,Orleans
03/09,656,204,1,166,3,Orleans
03/12,1404,437,1,332,18,Orleans
03/14,443,170,1,115,8,Orleans
03/15,481,157,1,109,5,Orleans
03/18,1073,324,1,243,11,Orleans
03/19,895,287,1,207,15,Orleans
03/20,470,165,1,124,4,Orleans
04/02,1442,282,1,209,11,Orleans
04/03,837,196,1,146,6,Orleans
04/06,842,271,1,189,9,Orleans
04/07,392,136,1,98,6,Orleans
04/08,614,249,1,193,16,Orleans
04/09,1381,496,1,277,63,Orleans
04/11,759,219,1,141,21,Orleans
04/14,1379,424,1,243,78,Orleans
04/15,1197,318,1,190,50,Orleans
04/17,1050,305,1,149,68,Orleans
04/17A,591,163,1,82,38,Orleans
04/18,1126,333,1,149,71,Orleans
04/20,781,232,1,99,65,Orleans
04/21,787,191,1,107,35,Orleans
04/22,769,235,1,88,39,Orleans
04/23,699,230,1,96,48,Orleans
05/01,343,67,1,42,8,Orleans
05/02,385,75,1,53,6,Orleans
05/03,969,198,1,150,8,Orleans
05/05,613,173,1,128,6,Orleans
05/07,730,223,1,177,4,Orleans
05/08,562,205,1,138,6,Orleans
05/09,481,163,1,119,2,Orleans
05/10,473,176,1,127,3,Orleans
05/11,450,198,1,139,8,Orleans
05/12,747,257,1,193,5,Orleans
05/13,547,248,1,176,21,Orleans
05/15,996,381,1,245,26,Orleans
05/16,394,158,1,103,13,Orleans
05/17,719,254,1,117,53,Orleans
05/18,930,311,1,119,51,Orleans
06/01,599,142,1,91,7,Orleans
06/02,662,229,1,145,31,Orleans
06/04,547,172,1,142,5,Orleans
06/06,1000,366,1,268,13,Orleans
06/07,460,192,1,166,4,Orleans
06/08,529,222,1,161,11,Orleans
06/09,685,287,1,194,17,Orleans
07/01,684,214,1,154,14,Orleans
07/02,624,175,1,138,5,Orleans
07/04,491,153,1,128,1,Orleans
07/05,734,200,1,152,6,Orleans
07/06,567,174,1,137,3,Orleans
07/07,603,172,1,140,9,Orleans
07/08,885,217,1,162,9,Orleans
07/09A,461,109,1,76,3,Orleans
07/10,464,102,1,70,3,Orleans
07/11,764,241,1,187,6,Orleans
07/12,755,299,1,213,4,Orleans
07/13,597,246,1,181,4,Orleans
07/14,655,207,1,154,6,Orleans
07/15,701,247,1,182,2,Orleans
07/16,551,224,1,158,7,Orleans
07/17,610,247,1,168,7,Orleans
07/18,1086,393,1,267,16,Orleans
07/19,799,295,1,188,4,Orleans
07/20,1096,313,1,229,9,Orleans
07/21,647,213,1,164,7,Orleans
07/23,1335,442,1,290,9,Orleans
07/24,828,104,1,65,7,Orleans
07/25,734,304,1,212,7,Orleans
07/25A,558,213,1,150,4,Orleans
07/26,899,316,1,189,6,Orleans
07/27,492,171,1,128,3,Orleans
07/27B,458,138,1,110,6,Orleans
07/28,620,210,1,150,7,Orleans
07/28A,695,277,1,183,4,Orleans
07/29,579,258,1,161,7,Orleans
07/30,1144,496,1,285,14,Orleans
07/32,608,240,1,127,16,Orleans
07/33,714,270,1,178,8,Orleans
07/35,1229,468,1,310,7,Orleans
07/37,960,324,1,198,6,Orleans
07/37A,737,115,1,80,5,Orleans
07/40,1365,576,1,358,21,Orleans
07/41,462,178,1,84,14,Orleans
07/42,432,167,1,83,14,Orleans
08/01,541,213,1,166,4,Orleans
08/02,573,233,1,193,9,Orleans
08/04,473,140,1,108,4,Orleans
08/06,780,271,1,223,8,Orleans
08/07,493,142,1,111,6,Orleans
08/08,552,159,1,128,5,Orleans
08/09,892,267,1,195,6,Orleans
08/12,1252,308,1,239,7,Orleans
08/13,383,135,1,96,2,Orleans
08/14,528,149,1,111,5,Orleans
08/15,1273,531,1,367,13,Orleans
08/19,1335,412,1,256,14,Orleans
08/20,633,221,1,139,9,Orleans
08/21,585,289,1,197,4,Orleans
08/22,567,268,1,180,12,Orleans
08/23,612,285,1,183,14,Orleans
08/24,595,260,1,175,5,Orleans
08/25,906,384,1,281,8,Orleans
08/26,856,374,1,218,7,Orleans
08/27,866,320,1,199,6,Orleans
08/28,936,415,1,227,17,Orleans
08/30,1164,349,1,216,10,Orleans
09/01,1131,369,1,272,20,Orleans
09/03,705,206,1,165,4,Orleans
09/04,538,175,1,138,2,Orleans
09/05,786,235,1,188,6,Orleans
09/06,1138,359,1,272,8,Orleans
09/07,686,234,1,183,2,Orleans
09/08,824,229,1,164,13,Orleans
09/09,541,206,1,181,3,Orleans
09/10,1170,360,1,269,5,Orleans
09/11,462,196,1,148,3,Orleans
09/12,637,236,1,188,2,Orleans
09/13,508,197,1,164,7,Orleans
09/14,442,215,1,166,2,Orleans
09/15,633,239,1,193,4,Orleans
09/16,525,222,1,187,4,Orleans
09/17,717,218,1,168,2,Orleans
09/19,889,290,1,225,11,Orleans
09/21,1090,335,1,248,5,Orleans
09/23,551,144,1,107,2,Orleans
09/25,841,235,1,180,8,Orleans
09/26,410,137,1,99,5,Orleans
09/28,574,132,1,98,3,Orleans
09/28C,680,135,1,108,4,Orleans
09/29,358,62,1,41,2,Orleans
09/30,827,201,1,135,8,Orleans
09/30A,528,184,1,119,6,Orleans
09/31,526,214,1,125,8,Orleans
09/31A,799,316,1,196,5,Orleans
09/31B,493,196,1,129,2,Orleans
09/31D,756,280,1,175,11,Orleans
09/32,368,59,1,18,2,Orleans
09/33,1374,303,1,202,7,Orleans
09/34A,748,176,1,106,3,Orleans
09/35,369,111,1,43,2,Orleans
09/35A,460,151,1,86,1,Orleans
09/36,959,255,1,159,9,Orleans
09/36B,1225,327,1,214,10,Orleans
09/37,903,296,1,175,9,Orleans
09/38,528,185,1,101,5,Orleans
09/38A,778,286,1,148,8,Orleans
09/39,1181,401,1,217,6,Orleans
09/39B,473,184,1,116,2,Orleans
09/40,698,265,1,147,0,Orleans
09/40A,1160,372,1,235,16,Orleans
09/40C,657,237,1,150,7,Orleans
09/41,1232,319,1,192,7,Orleans
09/41A,515,51,1,35,0,Orleans
09/41B,1475,271,1,173,10,Orleans
09/41C,783,41,1,29,2,Orleans
09/41D,627,101,1,56,3,Orleans
09/42,1483,405,1,290,12,Orleans
09/42C,1230,321,1,220,3,Orleans
09/43A,1381,471,1,328,22,Orleans
09/43B,758,221,1,138,3,Orleans
09/43C,1182,463,1,274,9,Orleans
09/43E,592,188,1,120,10,Orleans
09/43F,689,254,1,171,6,Orleans
09/43G,661,300,1,177,4,Orleans
09/43H,486,117,1,60,3,Orleans
09/43I,632,261,1,172,4,Orleans
09/43J,558,151,1,104,4,Orleans
09/43K,816,261,1,168,5,Orleans
09/43L,669,208,1,126,4,Orleans
09/43M,1159,193,1,150,4,Orleans
09/43N,778,212,1,130,3,Orleans
09/44,886,314,1,192,4,Orleans
09/44A,760,177,1,106,3,Orleans
09/44B,1218,290,1,188,13,Orleans
09/44D,1025,275,1,170,7,Orleans
09/44E,1641,625,1,344,17,Orleans
09/44F,1145,445,1,307,10,Orleans
09/44G,830,233,1,157,5,Orleans
09/44I,1003,414,1,185,14,Orleans
09/44J,814,279,1,179,5,Orleans
09/44L,974,387,1,224,8,Orleans
09/44M,1075,481,1,251,8,Orleans
09/44N,948,399,1,237,4,Orleans
09/44O,1039,209,1,142,10,Orleans
09/44P,1744,715,1,395,18,Orleans
09/44Q,936,378,1,235,11,Orleans
09/45,476,97,1,41,36,Orleans
09/45A,96,18,1,8,9,Orleans
10/03,1184,346,1,272,10,Orleans
10/06,715,282,1,216,15,Orleans
10/07,493,128,1,96,6,Orleans
10/08,421,125,1,92,16,Orleans
10/09,675,185,1,120,7,Orleans
10/11,906,210,1,158,10,Orleans
10/12,540,132,1,108,1,Orleans
10/13,561,101,1,84,0,Orleans
10/14,511,109,1,80,4,Orleans
11/02,865,286,1,228,11,Orleans
11/03,472,156,1,103,4,Orleans
